geoName;coordinates;cansancio;pérdida de apetito;Pérdida de libido;Ataque de pánico;culpa;Fecha
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;100;04/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;05/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};31;0;0;0;69;05/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;08/06/2018
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;10/06/2018
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;11/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;12/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;13/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;13/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};100;0;0;0;0;14/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;15/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;16/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;100;17/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;18/06/2018
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;21/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/06/2018
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;22/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;24/06/2018
Cuarte de Huerva;{'lat': 41.5962142, 'lng': -0.9331147};0;0;0;0;0;24/06/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;25/06/2018
Cuarte de Huerva;{'lat': 41.5962142, 'lng': -0.9331147};0;0;0;0;0;25/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;25/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;26/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/06/2018
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;27/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;27/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/06/2018
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;28/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/06/2018
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;29/06/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;30/06/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/06/2018
Épila;{'lat': 41.596716, 'lng': -1.2674411};0;0;0;0;0;30/06/2018
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;01/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;01/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/07/2018
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;02/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;100;03/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;04/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/07/2018
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;06/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/07/2018
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;07/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/07/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;09/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/07/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;10/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;10/07/2018
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;12/07/2018
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;13/07/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;16/07/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;17/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;17/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;18/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;19/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;22/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;23/07/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;24/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/07/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;25/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;26/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/07/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;27/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;29/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;30/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/07/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/08/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};100;0;0;0;0;07/08/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;08/08/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;09/08/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;10/08/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;10/08/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;11/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;12/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/08/2018
Villanueva de Gállego;{'lat': 41.7737488, 'lng': -0.8246595};0;0;0;0;0;15/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/08/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;16/08/2018
Villanueva de Gállego;{'lat': 41.7737488, 'lng': -0.8246595};0;0;0;0;0;16/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/08/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;17/08/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;17/08/2018
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;18/08/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;19/08/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;20/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/08/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/08/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;25/08/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;26/08/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;27/08/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;29/08/2018
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;30/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/08/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;02/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/09/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;06/09/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;07/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/09/2018
Tauste;{'lat': 41.9202247, 'lng': -1.2578169};0;0;0;0;0;09/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/09/2018
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;10/09/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;10/09/2018
Tauste;{'lat': 41.9202247, 'lng': -1.2578169};0;0;0;0;0;10/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/09/2018
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;11/09/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;11/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/09/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;12/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/09/2018
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;13/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/09/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;15/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/09/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;16/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};38;0;0;0;62;16/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/09/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;20/09/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;21/09/2018
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;22/09/2018
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;23/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/09/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;27/09/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;29/09/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;30/09/2018
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;03/10/2018
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;04/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;05/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/10/2018
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;12/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;12/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;13/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;15/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};100;0;0;0;0;16/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;18/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;23/10/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;23/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;24/10/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};31;0;0;0;69;25/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;28/10/2018
Huesca;{'lat': 42.131845, 'lng': -0.4078058};100;0;0;0;0;29/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/10/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;31/10/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/10/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;01/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/11/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;14/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/11/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;15/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/11/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;19/11/2018
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;20/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;22/11/2018
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;23/11/2018
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;24/11/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;27/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/11/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;28/11/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/11/2018
Cella;{'lat': 40.4521911, 'lng': -1.2818815};0;0;0;0;0;02/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/12/2018
Cella;{'lat': 40.4521911, 'lng': -1.2818815};0;0;0;0;0;03/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;03/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;09/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};56;0;0;0;44;10/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;12/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/12/2018
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;17/12/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;17/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/12/2018
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;18/12/2018
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;18/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/12/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;25/12/2018
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;26/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/12/2018
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;28/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;28/12/2018
Ricla;{'lat': 41.506493, 'lng': -1.4036179};0;0;0;0;0;29/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;29/12/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;31/12/2018
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/12/2018
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};73;0;0;0;27;01/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;05/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;05/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};100;0;0;0;0;06/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;12/01/2019
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;13/01/2019
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;14/01/2019
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;15/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;16/01/2019
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;16/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;16/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;17/01/2019
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;17/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;25/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;26/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/01/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;27/01/2019
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;27/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/01/2019
Caminreal;{'lat': 40.8393218, 'lng': -1.3230581};0;0;0;0;0;28/01/2019
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;28/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/01/2019
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;29/01/2019
Caminreal;{'lat': 40.8393218, 'lng': -1.3230581};0;0;0;0;0;29/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};54;0;0;0;46;29/01/2019
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;30/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;30/01/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;01/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;02/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;03/02/2019
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;03/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};84;0;0;0;16;03/02/2019
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;04/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;04/02/2019
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;06/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/02/2019
Alcañiz;{'lat': 41.0510353, 'lng': -0.1335373};0;0;0;0;0;07/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};100;0;0;0;0;07/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;08/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;100;10/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;100;11/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};36;0;0;0;64;11/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};66;0;0;0;34;12/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;17/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;18/02/2019
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;18/02/2019
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;19/02/2019
