geoName;coordinates;estrés;dolor de cuello;dolor de espalda;molestias en los ojos;dolor de muñeca;Fecha
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/05/2021
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;20/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/05/2021
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;21/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;21/05/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;23/05/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;23/05/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;24/05/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/05/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/06/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;09/06/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;10/06/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;12/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/06/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;13/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;14/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/06/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;16/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/06/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;17/06/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;19/06/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/06/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;21/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/06/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/06/2021
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;27/06/2021
Alagón;{'lat': 41.7689166, 'lng': -1.1173154};0;0;0;0;0;28/06/2021
Cuarte de Huerva;{'lat': 41.5962142, 'lng': -0.9331147};0;0;0;0;0;01/07/2021
Cuarte de Huerva;{'lat': 41.5962142, 'lng': -0.9331147};0;0;0;0;0;02/07/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;03/07/2021
Caspe;{'lat': 41.2344007, 'lng': -0.0408208};0;0;0;0;0;04/07/2021
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;06/07/2021
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;07/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;08/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;19/07/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;26/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/07/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;27/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};61;0;39;0;0;27/07/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;28/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/07/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;29/07/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;29/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;29/07/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;30/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;30/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/07/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;09/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/08/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;17/08/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;18/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;60;40;0;0;18/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;19/08/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;20/08/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;21/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;23/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;24/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/08/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;27/08/2021
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;27/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;27/08/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;28/08/2021
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;28/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/08/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;29/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;29/08/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;30/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;30/08/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;05/09/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;06/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/09/2021
Monzón;{'lat': 41.9157645, 'lng': 0.1928216};0;0;0;0;0;07/09/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;09/09/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;10/09/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;11/09/2021
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;12/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/09/2021
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;13/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/09/2021
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;14/09/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;14/09/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;15/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/09/2021
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;19/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;19/09/2021
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;20/09/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;21/09/2021
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;22/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/09/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;27/09/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};62;0;38;0;0;27/09/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;28/09/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;01/10/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;02/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;03/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/10/2021
Calamocha;{'lat': 40.9173028, 'lng': -1.299939};0;0;0;0;0;12/10/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;12/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/10/2021
Calamocha;{'lat': 40.9173028, 'lng': -1.299939};0;0;0;0;0;13/10/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;13/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;13/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;19/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;21/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;24/10/2021
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;25/10/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;25/10/2021
Jaca;{'lat': 42.5717166, 'lng': -0.5470554};0;0;0;0;0;26/10/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;31/10/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;01/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;04/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;05/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;14/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;16/11/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;17/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/11/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;18/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/11/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/11/2021
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;21/11/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;23/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/11/2021
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;24/11/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/11/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;29/11/2021
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;30/11/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;01/12/2021
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;02/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;12/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;14/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/12/2021
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;29/12/2021
Cariñena;{'lat': 41.3370805, 'lng': -1.2241497};0;0;0;0;0;30/12/2021
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};26;0;74;0;0;01/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;02/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;05/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/01/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;07/01/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;08/01/2022
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;08/01/2022
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;09/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};58;0;42;0;0;10/01/2022
Pedrola;{'lat': 41.7851062, 'lng': -1.2185371};0;0;0;0;0;11/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;34;66;0;0;11/01/2022
Pedrola;{'lat': 41.7851062, 'lng': -1.2185371};0;0;0;0;0;12/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};40;0;60;0;0;12/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;16/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};47;53;0;0;0;17/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;20/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;24/01/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;25/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;25/01/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;26/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};40;25;35;0;0;26/01/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;29/01/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;30/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/01/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/02/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;02/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;02/02/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;03/02/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;05/02/2022
Santa Eulalia;{'lat': 40.5675532, 'lng': -1.3143906};0;0;0;0;0;05/02/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;06/02/2022
Santa Eulalia;{'lat': 40.5675532, 'lng': -1.3143906};0;0;0;0;0;06/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;12/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};60;0;40;0;0;13/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;14/02/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;16/02/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;17/02/2022
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;18/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;19/02/2022
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;19/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;20/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;21/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;21/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;22/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;22/02/2022
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;23/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;23/02/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;23/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/02/2022
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;24/02/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;24/02/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;24/02/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;24/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;24/02/2022
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;25/02/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;25/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;25/02/2022
Calatayud;{'lat': 41.3531678, 'lng': -1.6468455};0;0;0;0;0;26/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;26/02/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;27/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/02/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;28/02/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/02/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;01/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;01/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;02/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;02/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;03/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/03/2022
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;06/03/2022
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;06/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;06/03/2022
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;07/03/2022
Ejea de los Caballeros;{'lat': 42.1257236, 'lng': -1.1365014};0;0;0;0;0;07/03/2022
María de Huerva;{'lat': 41.540099, 'lng': -0.9946155};0;0;0;0;0;07/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;07/03/2022
Binéfar;{'lat': 41.8485199, 'lng': 0.2960544};0;0;0;0;0;08/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;08/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;09/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;11/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;13/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;14/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};46;54;0;0;0;14/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;15/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;15/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;16/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;17/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;18/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;20/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;21/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;23/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};69;31;0;0;0;24/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;100;0;0;0;26/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;27/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;27/03/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;28/03/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;28/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;28/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;28/03/2022
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;29/03/2022
Fuentes de Ebro;{'lat': 41.5130541, 'lng': -0.6311809};0;0;0;0;0;29/03/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;29/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;29/03/2022
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;30/03/2022
Ciudad Residencial el Zorongo;{'lat': 41.7659922, 'lng': -0.8806231};0;0;0;0;0;30/03/2022
Huesca;{'lat': 42.131845, 'lng': -0.4078058};0;0;0;0;0;30/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};100;0;0;0;0;30/03/2022
Barbastro;{'lat': 42.0360435, 'lng': 0.1284404};0;0;0;0;0;31/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;31/03/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;31/03/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;01/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;01/04/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;02/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};65;35;0;0;0;02/04/2022
Andorra;{'lat': 40.9774233, 'lng': -0.4485077};0;0;0;0;0;03/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;03/04/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;05/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};33;67;0;0;0;05/04/2022
Utebo;{'lat': 41.7087277, 'lng': -0.9986738};0;0;0;0;0;06/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};44;0;56;0;0;06/04/2022
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;09/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;100;0;0;09/04/2022
Tarazona;{'lat': 41.9042972, 'lng': -1.7222535};0;0;0;0;0;10/04/2022
Zaragoza;{'lat': 41.6488226, 'lng': -0.8890853};0;0;0;0;0;10/04/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;11/04/2022
Teruel;{'lat': 40.3456879, 'lng': -1.1064345};0;0;0;0;0;12/04/2022
